user_id	default	template_name	age	category	sex	group	array	scoring	template_core_id
	normal	ros_resp		text		Denies	paroxysmal nocturnal dyspnea		95
	normal	ros_resp		text		Denies	cough		96
		ros_resp		text		REPORTS			97
		ros_resp		text		REPORTS	SHORTNESS OF BREATH		98
		ros_resp		text		REPORTS	DYSPNEA ON EXERTION		99
		ros_resp		text		REPORTS	PAROXYSMAL NOCTURNAL DYSPNEA		100
		ros_resp		text		REPORTS	PRODUCTIVE COUGH		101
		ros_resp		text		REPORTS	NON-PRODUCTIVE COUGH		102
		ros_cv		text		Denies			103
	normal	ros_cv		text		Denies	chest pain		104
	normal	ros_cv		text		Denies	palpitations		105
	normal	ros_cv		text		Denies	cyanosis		106
	normal	ros_cv		text		Denies	edema		107
		ros_cv		text		REPORTS			108
		ros_cv		text		REPORTS	CHEST PAIN ON THE *SIDE_C* SIDE		109
		ros_cv		text		REPORTS	PALPITATIONS		110
		ros_cv		text		REPORTS	CYANOSIS		111
		ros_cv		text		REPORTS	EDEMA ON THE *UPPER/LOWER_C* *SIDE_C* SIDE		112
		ros_cv		text		REPORTS	GENERALIZED EDEMA		113
		ros_gi		text		Denies			114
	normal	ros_gi		text		Denies	nausea		115
	normal	ros_gi		text		Denies	vomiting		116
	normal	ros_gi		text		Denies	abdominal pain		117
	normal	ros_gi		text		Denies	bowel movement changes		118
	normal	ros_gi		text		Denies	jaundice		119
		ros_gi		text		REPORTS			120
		ros_gi		text		REPORTS	NAUSEA		121
		ros_gi		text		REPORTS	VOMITING		122
		ros_gi		text		REPORTS	ABDOMINAL PAIN ON THE *UPPER/LOWER_C* *SIDE_C* SIDE		123
		ros_gi		text		REPORTS	GENERALIZED ABDOMINAL PAIN		124
		ros_gi		text		REPORTS	DIARRHEA		125
		ros_gi		text		REPORTS	CONSTIPATION		126
		ros_gi		text		REPORTS	ALTERNATING DIARRHEA AND CONSTIPATION		127
		ros_gi		text		REPORTS	JAUNDICE		128
		ros_gu	m	text		Denies			129
	normal	ros_gu	m	text		Denies	penile discharge		130
	normal	ros_gu	m	text		Denies	urinary incontinence		131
	normal	ros_gu	m	text		Denies	hematuria	132	132
	normal	ros_gu	m	text		Denies	genital lesions		133
	normal	ros_gu	m	text		Denies	dysuria		134
		ros_gu	m	text		REPORTS			135
		ros_gu	m	text		REPORTS	PENILE DISCHARGE		136
		ros_gu	m	text		REPORTS	URINARY INCONTINENCE		137
		ros_gu	m	text		REPORTS	HEMATURIA		138
		ros_gu	m	text		REPORTS	GENITAL LESIONS		139
		ros_gu	m	text		REPORTS	DYSURIA		140
		ros_gu	f	text		Denies			141
	normal	ros_gu	f	text		Denies	vaginal discharge		142
	normal	ros_gu	f	text		Denies	urinary incontinence		143
	normal	ros_gu	f	text		Denies	hematuria		144
	normal	ros_gu	f	text		Denies	genital lesions		145
	normal	ros_gu	f	text		Denies	dysuria		146
		ros_gu	f	text		REPORTS			147
		ros_gu	f	text		REPORTS	VAGINAL DISCHARGE		148
		ros_gu	f	text		REPORTS	URINARY INCONTINENCE		149
		ros_gu	f	text		REPORTS	HEMATURIA		150
		ros_gu	f	text		REPORTS	GENITAL LESIONS		151
		ros_gu	f	text		REPORTS	DYSURIA		152
		ros_mus		text		Denies			153
	normal	ros_mus		text		Denies	joint pain		154
	normal	ros_mus		text		Denies	joint swelling		155
		ros_mus		text		REPORTS			156
		ros_mus		text		REPORTS	JOINT PAIN		157
		ros_mus		text		REPORTS	JOINT SWELLING		158
		ros_neuro		text		Denies			159
	normal	ros_neuro		text		Denies	dizziness		160
	normal	ros_neuro		text		Denies	localized weakness		161
	normal	ros_neuro		text		Denies	parasthesias		162
	normal	ros_neuro		text		Denies	loss of sensation		163
	normal	ros_neuro		text		Denies	loss of function		164
		ros_neuro		text		REPORTS			165
		ros_neuro		text		REPORTS	DIZZINESS		166
		ros_neuro		text		REPORTS	LOCALIZED WEAKNESS		167
		ros_neuro		text		REPORTS	PARASTHESIAS		168
		ros_neuro		text		REPORTS	LOSS OF SENSATION		169
		ros_neuro		text		REPORTS	LOSS OF FUNCTION		170
		ros_psych		text		Denies			171
	normal	ros_psych		text		Denies	depression		172
	normal	ros_psych		text		Denies	anxiety		173
	normal	ros_psych		text		Denies	hallucinations		174
	normal	ros_psych		text		Denies	mood swings		175
		ros_psych		text		REPORTS			176
		ros_psych		text		REPORTS	DEPRESSION		177
		ros_psych		text		REPORTS	ANXIETY		178
		ros_psych		text		REPORTS	HALLUCINATIONS		179
		ros_psych		text		REPORTS	MOOD SWINGS		180
		ros_heme		text		Denies			181
	normal	ros_heme		text		Denies	abnormal bleeding		182
	normal	ros_heme		text		Denies	easy bruising		183
	normal	ros_heme		text		Denies	skin lumps		184
		ros_heme		text		REPORTS			185
		ros_heme		text		REPORTS	ABNORMAL BLEEDING		186
		ros_heme		text		REPORTS	EASY BRUISING		187
		ros_heme		text		REPORTS	SKIN LUMPS		188
		ros_endocrine		text		Denies			189
	normal	ros_endocrine		text		Denies	polyuria		190
	normal	ros_endocrine		text		Denies	polydipsia		191
	normal	ros_endocrine		text		Denies	breast discharge		192
		ros_endocrine		text		REPORTS			193
		ros_endocrine		text		REPORTS	POLYURIA		194
		ros_endocrine		text		REPORTS	POLYDIPSIA		195
		ros_endocrine		text		REPORTS	BREAST DISCHARGE		196
		ros_skin		text		Denies			197
	normal	ros_skin		text		Denies	skin rash		198
	normal	ros_skin		text		Denies	skin itching		199
	normal	ros_skin		text		Denies	skin lumps		200
		ros_skin		text		REPORTS			201
		ros_skin		text		REPORTS	SKIN RASH		202
		ros_skin		text		REPORTS	SKIN ITCHING		203
		ros_skin		text		REPORTS	SKIN LUMPS		204
		ros_wcc	child	text		Nutrition			205
	normal	ros_wcc	child	text		Nutrition	*~*		206
		ros_wcc	child	text		Breastfeeding			207
		ros_wcc	child	text		Breastfeeding	Minutes per feeding: *~*		208
		ros_wcc	child	text		Breastfeeding	Hours between feeding: *~*		209
		ros_wcc	child	text		Breastfeeding	Feedings per 24 hours: *~*		210
		ros_wcc	child	text		Formula feeding			211
		ros_wcc	child	text		Formula feeding	Ounces per feeding: *~*		212
		ros_wcc	child	text		Formula feeding	Source of water: *~*		213
		ros_wcc	child	text		Formula feeding	Vitamins/fluoride: *~*		214
		ros_wcc	child	text		Elimination			215
	normal	ros_wcc	child	text		Elimination	*~*		216
		ros_wcc	child	text		Environment			217
	normal	ros_wcc	child	text		Environment	*~*		218
		ros_wcc	child	text		Sleep Pattern			219
	normal	ros_wcc	child	text		Sleep Pattern	*~*		220
		ros_wcc	child	text		Behavior			221
	normal	ros_wcc	child	text		Behavior	*~*		222
		ros_wcc	child	text		Activity			223
	normal	ros_wcc	child	text		Activity	*~*		224
		ros_wcc	child	text		Dental vist in last 12 months			225
	normal	ros_wcc	child	text		Dental vist in last 12 months	*yes/no*		226
		ros_wcc	child	text		Development 1 month			227
		ros_wcc	child	text		Development 1 month	If upset, able to calm: *yes/no*		228
		ros_wcc	child	text		Development 1 month	Has started to smile: *yes/no*		229
		ros_wcc	child	text		Development 1 month	Recognizes parents' voices: *yes/no*		230
		ros_wcc	child	text		Development 1 month	Follows parent with eyes: *yes/no*		231
		ros_wcc	child	text		Development 1 month	Able to lift head when on tummy: *yes/no*		232
		ros_wcc	child	text		Development 1 month	If upset, able to calm: *yes/no*		233
		orders_plan	child	text		Anticipatory Guidance 1 month			234
		orders_plan	child	text		Anticipatory Guidance 1 month	Parental well being		235
		orders_plan	child	text		Anticipatory Guidance 1 month	Family adjustment		236
		orders_plan	child	text		Anticipatory Guidance 1 month	400 IU vitmain D supplement with breastfeeding		237
		orders_plan	child	text		Anticipatory Guidance 1 month	Iron-fortified formula		238
		orders_plan	child	text		Anticipatory Guidance 1 month	Solid foods (wait until 4-6 months)		239
		orders_plan	child	text		Anticipatory Guidance 1 month	Elimination (5-8 wet diapers, 3-4 stools)		240
		orders_plan	child	text		Anticipatory Guidance 1 month	Tummy time		241
		orders_plan	child	text		Anticipatory Guidance 1 month	Encourage daily routines		242
		orders_plan	child	text		Anticipatory Guidance 1 month	Back to sleep		243
		orders_plan	child	text		Anticipatory Guidance 1 month	Sleep location		244
		orders_plan	child	text		Anticipatory Guidance 1 month	Techniques to calm		245
		orders_plan	child	text		Anticipatory Guidance 1 month	Car safety seat		246
		orders_plan	child	text		Anticipatory Guidance 1 month	Falls		247
		orders_plan	child	text		Anticipatory Guidance 1 month	No strings around neck		248
		orders_plan	child	text		Anticipatory Guidance 1 month	No shaking		249
		orders_plan	child	text		Anticipatory Guidance 1 month	Smoke-free environment		250
		ros_wcc	child	text		Development 2 month			251
		ros_wcc	child	text		Development 2 month	Lifts head and begins to push up when prone: *yes/no*		252
		ros_wcc	child	text		Development 2 month	Holds head erect for short periods (when held upright): *yes/no*		253
		ros_wcc	child	text		Development 2 month	Diminished newborn reflexes: *yes/no*		254
		ros_wcc	child	text		Development 2 month	Symmetrical movement: *yes/no*		255
		ros_wcc	child	text		Development 2 month	Indicates boredome when no activity change: *yes/no*		256
		ros_wcc	child	text		Development 2 month	Coos: *yes/no*		257
		ros_wcc	child	text		Development 2 month	Different cries for different needs: *yes/no*		258
		ros_wcc	child	text		Development 2 month	Smiles: *yes/no*		259
		ros_wcc	child	text		Development 2 month	Looks at parent: *yes/no*		260
		ros_wcc	child	text		Development 2 month	Self-comfort: *yes/no*		261
		orders_plan	child	text		Anticipatory Guidance 2 month			262
		orders_plan	child	text		Anticipatory Guidance 2 month	Parental well being		263
		orders_plan	child	text		Anticipatory Guidance 2 month	Infant-family synchrony		264
		orders_plan	child	text		Anticipatory Guidance 2 month	400 IU vitmain D supplement with breastfeeding		265
		orders_plan	child	text		Anticipatory Guidance 2 month	Iron-fortified forumla		266
		orders_plan	child	text		Anticipatory Guidance 2 month	Solid foods (wait until 4-6 months)		267
		orders_plan	child	text		Anticipatory Guidance 2 month	Elimination		268
		orders_plan	child	text		Anticipatory Guidance 2 month	No bottle in bed		269
		orders_plan	child	text		Anticipatory Guidance 2 month	Tummy time		270
		orders_plan	child	text		Anticipatory Guidance 2 month	Daily routines		271
		orders_plan	child	text		Anticipatory Guidance 2 month	Back to sleep		272
		orders_plan	child	text		Anticipatory Guidance 2 month	Car safety seat		273
		orders_plan	child	text		Anticipatory Guidance 2 month	Falls		274
		orders_plan	child	text		Anticipatory Guidance 2 month	Burns (hot liquids and water heater)		275
		orders_plan	child	text		Anticipatory Guidance 2 month	Smoke-free environment		276
		orders_plan	child	text		Anticipatory Guidance 2 month	Drowning		277
		orders_plan	child	text		Anticipatory Guidance 2 month	Choking (small objects, plastic bags)		278
		ros_wcc	child	text		Development 4 month			279
		ros_wcc	child	text		Development 4 month	Pushes chest up to elbows: *yes/no*		280
		ros_wcc	child	text		Development 4 month	Good head control: *yes/no*		281
		ros_wcc	child	text		Development 4 month	Symmetry in movement: *yes/no*		282
		ros_wcc	child	text		Development 4 month	Begins to roll and reach for objects: *yes/no*		283
		ros_wcc	child	text		Development 4 month	Responds to affection: *yes/no*		284
		ros_wcc	child	text		Development 4 month	Indicates pleasure and displeasure: *yes/no*		285
		ros_wcc	child	text		Development 4 month	Spontaneous expressive babbling: *yes/no*		286
		ros_wcc	child	text		Development 4 month	Social smile: *yes/no*		287
		ros_wcc	child	text		Development 4 month	Elicits social interactions: *yes/no*		288
		ros_wcc	child	text		Development 4 month	Can calm down on own: *yes/no*		289
		orders_plan	child	text		Anticipatory Guidance 4 month			290
		orders_plan	child	text		Anticipatory Guidance 4 month	Family functioning		291
		orders_plan	child	text		Anticipatory Guidance 4 month	Weight gain and growth spurts		292
		orders_plan	child	text		Anticipatory Guidance 4 month	Vitamin D and iron supplementation with breastfeeding		293
		orders_plan	child	text		Anticipatory Guidance 4 month	Iron-fortified forumla		294
		orders_plan	child	text		Anticipatory Guidance 4 month	Solid foods (when and how to add)		295
		orders_plan	child	text		Anticipatory Guidance 4 month	Elimination		296
		orders_plan	child	text		Anticipatory Guidance 4 month	Social development		297
		orders_plan	child	text		Anticipatory Guidance 4 month	Communication skills		298
		orders_plan	child	text		Anticipatory Guidance 4 month	Physical (tummy time)		299
		orders_plan	child	text		Anticipatory Guidance 4 month	Daily routines		300
		orders_plan	child	text		Anticipatory Guidance 4 month	Sleep		301
		orders_plan	child	text		Anticipatory Guidance 4 month	Don't share utensils/pacifier		302
		orders_plan	child	text		Anticipatory Guidance 4 month	Avoid bed in bottle		303
		orders_plan	child	text		Anticipatory Guidance 4 month	Car safety seat		304
		orders_plan	child	text		Anticipatory Guidance 4 month	Falls		305
		orders_plan	child	text		Anticipatory Guidance 4 month	Burns (hot liquids and water heater)		306
		orders_plan	child	text		Anticipatory Guidance 4 month	Walkers		307
		orders_plan	child	text		Anticipatory Guidance 4 month	Drowning		308
		orders_plan	child	text		Anticipatory Guidance 4 month	Choking		309
		orders_plan	child	text		Anticipatory Guidance 4 month	Lead poisoning		310
		ros_wcc	child	text		Development 6 month			311
		ros_wcc	child	text		Development 6 month	Sits briefly, leaning forward: *yes/no*		312
		ros_wcc	child	text		Development 6 month	Rolls over: *yes/no*		313
		ros_wcc	child	text		Development 6 month	Uses visual exploration: *yes/no*		314
		ros_wcc	child	text		Development 6 month	Beginning to use oral exploration: *yes/no*		315
		ros_wcc	child	text		Development 6 month	Uses a string of words (ah, eh, oh): *yes/no*		316
		ros_wcc	child	text		Development 6 month	Beginning to recognize own name: *yes/no*		317
		ros_wcc	child	text		Development 6 month	Enjoys vocal turn asking: *yes/no*		318
		ros_wcc	child	text		Development 6 month	Shows pleasure from interactions with parents or others: *yes/no*		319
		orders_plan	child	text		Anticipatory Guidance 6 month			320
		orders_plan	child	text		Anticipatory Guidance 6 month	Family functioning		321
		orders_plan	child	text		Anticipatory Guidance 6 month	Vitamin D and iron supplementation with breastfeeding		322
		orders_plan	child	text		Anticipatory Guidance 6 month	Iron-fortified forumla		323
		orders_plan	child	text		Anticipatory Guidance 6 month	Solid foods (types and amounts, begin cup)		324
		orders_plan	child	text		Anticipatory Guidance 6 month	Elimination		325
		orders_plan	child	text		Anticipatory Guidance 6 month	Social development		326
		orders_plan	child	text		Anticipatory Guidance 6 month	Communication skills		327
		orders_plan	child	text		Anticipatory Guidance 6 month	Sleep		328
		orders_plan	child	text		Anticipatory Guidance 6 month	Brush teeth		329
		orders_plan	child	text		Anticipatory Guidance 6 month	Avoid bed in bottle		330
		orders_plan	child	text		Anticipatory Guidance 6 month	Car safety seat		331
		orders_plan	child	text		Anticipatory Guidance 6 month	Falls		332
		orders_plan	child	text		Anticipatory Guidance 6 month	Burns (hot liquids and water heater)		333
		orders_plan	child	text		Anticipatory Guidance 6 month	Walkers		334
		orders_plan	child	text		Anticipatory Guidance 6 month	Drowning		335
		orders_plan	child	text		Anticipatory Guidance 6 month	Choking		336
		orders_plan	child	text		Anticipatory Guidance 6 month	Kitchen safety		337
		orders_plan	child	text		Anticipatory Guidance 6 month	Poisons		338
		ros_wcc	child	text		Development 9 month			339
		ros_wcc	child	text		Development 9 month	Sits well: *yes/no*		340
		ros_wcc	child	text		Development 9 month	Crawls: *yes/no*		341
		ros_wcc	child	text		Development 9 month	Pulls to feet with support: *yes/no*		342
		ros_wcc	child	text		Development 9 month	Peekaboo: *yes/no*		343
		ros_wcc	child	text		Development 9 month	Object permanence: *yes/no*		344
		ros_wcc	child	text		Development 9 month	Looks at books: *yes/no*		345
		ros_wcc	child	text		Development 9 month	Imitates sounds: *yes/no*		346
		ros_wcc	child	text		Development 9 month	Points out objects: *yes/no*		347
		ros_wcc	child	text		Development 9 month	Stranger anxiety: *yes/no*		348
		ros_wcc	child	text		Development 9 month	Seeks parent for comfort: *yes/no*		349
		orders_plan	child	text		Anticipatory Guidance 9 month			350
		orders_plan	child	text		Anticipatory Guidance 9 month	Limit word "no"		351
		orders_plan	child	text		Anticipatory Guidance 9 month	Age-appropriate discipline		352
		orders_plan	child	text		Anticipatory Guidance 9 month	Domestic violence		353
		orders_plan	child	text		Anticipatory Guidance 9 month	Time for self/partner		354
		orders_plan	child	text		Anticipatory Guidance 9 month	Consistent routines		355
		orders_plan	child	text		Anticipatory Guidance 9 month	Separation anxiety		356
		orders_plan	child	text		Anticipatory Guidance 9 month	Learning and developing		357
		orders_plan	child	text		Anticipatory Guidance 9 month	No TV		358
		orders_plan	child	text		Anticipatory Guidance 9 month	Self feeding		359
		orders_plan	child	text		Anticipatory Guidance 9 month	Solid foods		360
		orders_plan	child	text		Anticipatory Guidance 9 month	Safe foods		361
		orders_plan	child	text		Anticipatory Guidance 9 month	Using a cup		362
		orders_plan	child	text		Anticipatory Guidance 9 month	Vitamin D and iron supplementation with breastfeeding		363
		orders_plan	child	text		Anticipatory Guidance 9 month	Iron-fortified forumla		364
		orders_plan	child	text		Anticipatory Guidance 9 month	No bottle in bed		365
		orders_plan	child	text		Anticipatory Guidance 9 month	Brush teeth		366
		orders_plan	child	text		Anticipatory Guidance 9 month	Car safety seat		367
		orders_plan	child	text		Anticipatory Guidance 9 month	Falls/Window guards		368
		orders_plan	child	text		Anticipatory Guidance 9 month	Burns (hot liquids and water heater)		369
		orders_plan	child	text		Anticipatory Guidance 9 month	Guns		370
		ros_wcc	child	text		Development 12 month			371
		ros_wcc	child	text		Development 12 month	Waves bye-bye: *yes/no*		372
		ros_wcc	child	text		Development 12 month	Tries to do what you do: *yes/no*		373
		ros_wcc	child	text		Development 12 month	Cries when you leave: *yes/no*		374
		ros_wcc	child	text		Development 12 month	Plays peekaboo: *yes/no*		375
		ros_wcc	child	text		Development 12 month	Hands you a book to read: *yes/no*		376
		ros_wcc	child	text		Development 12 month	Speaks 1-2 words: *yes/no*		377
		ros_wcc	child	text		Development 12 month	Babbles: *yes/no*		378
		ros_wcc	child	text		Development 12 month	Tries to make the same sounds you do: *yes/no*		379
		ros_wcc	child	text		Development 12 month	Looks at things you are looking at: *yes/no*		380
		ros_wcc	child	text		Development 12 month	Follows simple directions: *yes/no*		381
		ros_wcc	child	text		Development 12 month	Bangs toys together: *yes/no*		382
		ros_wcc	child	text		Development 12 month	Pulls to stand: *yes/no*		383
		ros_wcc	child	text		Development 12 month	Stands alone: *yes/no*		384
		ros_wcc	child	text		Development 12 month	Drinks from a cup: *yes/no*		385
		orders_plan	child	text		Anticipatory Guidance 12 month			386
		orders_plan	child	text		Anticipatory Guidance 12 month	Time for self/partner		387
		orders_plan	child	text		Anticipatory Guidance 12 month	Community activities		388
		orders_plan	child	text		Anticipatory Guidance 12 month	Age appropriate discipline		389
		orders_plan	child	text		Anticipatory Guidance 12 month	Family traditions		390
		orders_plan	child	text		Anticipatory Guidance 12 month	Nap and bedtime		391
		orders_plan	child	text		Anticipatory Guidance 12 month	Self feeding		392
		orders_plan	child	text		Anticipatory Guidance 12 month	Consistent meals/snacks		393
		orders_plan	child	text		Anticipatory Guidance 12 month	Variety of nutritious foods		394
		orders_plan	child	text		Anticipatory Guidance 12 month	Iron-fortified foods		395
		orders_plan	child	text		Anticipatory Guidance 12 month	First dental visit		396
		orders_plan	child	text		Anticipatory Guidance 12 month	Brush teeth twice a day		397
		orders_plan	child	text		Anticipatory Guidance 12 month	Limit bottle use (water only)		398
		orders_plan	child	text		Anticipatory Guidance 12 month	No bottle in bed		399
		orders_plan	child	text		Anticipatory Guidance 12 month	Car safety seat		400
		orders_plan	child	text		Anticipatory Guidance 12 month	Poisons		401
		orders_plan	child	text		Anticipatory Guidance 12 month	Water		402
		orders_plan	child	text		Anticipatory Guidance 12 month	No supervision by young children		403
		orders_plan	child	text		Anticipatory Guidance 12 month	Sharp objects		404
		orders_plan	child	text		Anticipatory Guidance 12 month	Guns		405
		orders_plan	child	text		Anticipatory Guidance 12 month	Home safety		406
		orders_plan	child	text		Anticipatory Guidance 12 month	Falls		407
		ros_wcc	child	text		Development 15 month			408
		ros_wcc	child	text		Development 15 month	Tries to do what you do: *yes/no*		409
		ros_wcc	child	text		Development 15 month	Helps in the house: *yes/no*		410
		ros_wcc	child	text		Development 15 month	Listens to a story: *yes/no*		411
		ros_wcc	child	text		Development 15 month	Says 2-3 words: *yes/no*		412
		ros_wcc	child	text		Development 15 month	Brings toys over to show you: *yes/no*		413
		ros_wcc	child	text		Development 15 month	Scribbles: *yes/no*		414
		ros_wcc	child	text		Development 15 month	Follows simple commands: *yes/no*		415
		ros_wcc	child	text		Development 15 month	Bends down without falling: *yes/no*		416
		ros_wcc	child	text		Development 15 month	Walks well: *yes/no*		417
		ros_wcc	child	text		Development 15 month	Puts blocks in a cup: *yes/no*		418
		ros_wcc	child	text		Development 15 month	Drinks from a cup with very little spilling: *yes/no*		419
		orders_plan	child	text		Anticipatory Guidance 15 month			420
		orders_plan	child	text		Anticipatory Guidance 15 month	Give limited choices		421
		orders_plan	child	text		Anticipatory Guidance 15 month	Stranger anxiety		422
		orders_plan	child	text		Anticipatory Guidance 15 month	Read and talk with child		423
		orders_plan	child	text		Anticipatory Guidance 15 month	Consistent routines		424
		orders_plan	child	text		Anticipatory Guidance 15 month	Night waking		425
		orders_plan	child	text		Anticipatory Guidance 15 month	Distraction		426
		orders_plan	child	text		Anticipatory Guidance 15 month	Praise		427
		orders_plan	child	text		Anticipatory Guidance 15 month	Consistency		428
		orders_plan	child	text		Anticipatory Guidance 15 month	First dental visit		429
		orders_plan	child	text		Anticipatory Guidance 15 month	Healthy oral habits		430
		orders_plan	child	text		Anticipatory Guidance 15 month	Brush teeth twice a day		431
		orders_plan	child	text		Anticipatory Guidance 15 month	No bottle		432
		orders_plan	child	text		Anticipatory Guidance 15 month	Car safety seat		433
		orders_plan	child	text		Anticipatory Guidance 15 month	Home safety		434
		orders_plan	child	text		Anticipatory Guidance 15 month	Poisons		435
		orders_plan	child	text		Anticipatory Guidance 15 month	Falls		436
		orders_plan	child	text		Anticipatory Guidance 15 month	Burns		437
		orders_plan	child	text		Anticipatory Guidance 15 month	Smoke detectors		438
		orders_plan	child	text		Anticipatory Guidance 15 month	Carbon monoxide detectors		439
		ros_wcc	child	text		Development 18 month			440
		ros_wcc	child	text		Development 18 month	Helps in the house: *yes/no*		441
		ros_wcc	child	text		Development 18 month	Laughs in response to others: *yes/no*		442
		ros_wcc	child	text		Development 18 month	Speaks 6 words: *yes/no*		443
		ros_wcc	child	text		Development 18 month	Knows name of favorite book: *yes/no*		444
		ros_wcc	child	text		Development 18 month	Points to 1 body part: *yes/no*		445
		ros_wcc	child	text		Development 18 month	Stacks 2 small blocks: *yes/no*		446
		ros_wcc	child	text		Development 18 month	Runs: *yes/no*		447
		ros_wcc	child	text		Development 18 month	Walks up steps: *yes/no*		448
		ros_wcc	child	text		Development 18 month	Uses spoon and cup without spilling most of the time: *yes/no*		449
		orders_plan	child	text		Anticipatory Guidance 18 month			450
		orders_plan	child	text		Anticipatory Guidance 18 month	Family time		451
		orders_plan	child	text		Anticipatory Guidance 18 month	Time for self and other children		452
		orders_plan	child	text		Anticipatory Guidance 18 month	Reinforce limits		453
		orders_plan	child	text		Anticipatory Guidance 18 month	Prepare for new sibling		454
		orders_plan	child	text		Anticipatory Guidance 18 month	Smoke-free environment		455
		orders_plan	child	text		Anticipatory Guidance 18 month	Anticipate anxiety		456
		orders_plan	child	text		Anticipatory Guidance 18 month	Praise		457
		orders_plan	child	text		Anticipatory Guidance 18 month	Consistent discipline		458
